source_code,target_code,target_display,target_system,display_zh_tw,is_active
Proc-0067,2278000,"Urinalysis, automated",http://snomed.info/sct,自動化尿液分析,true
Proc-0068,2885009,Intradermal allergen test,http://snomed.info/sct,皮內過敏原測試,true
Proc-0069,2898000,"Deoxyribonucleic acid analysis, antenatal, blood",http://snomed.info/sct,產前血液 DNA 分析,true
Proc-0070,3116009,Clotting screening,http://snomed.info/sct,凝血功能篩檢,true
Proc-0071,3352000,PTH - Parathyroid hormone level,http://snomed.info/sct,副甲狀腺素濃度檢測,true
Proc-0072,3770000,Ward urine dip stick testing,http://snomed.info/sct,病房尿液試紙檢測,true
Proc-0073,3926003,Lactate measurement,http://snomed.info/sct,乳酸濃度測量,true
Proc-0074,4337003,Homogentisic acid measurement,http://snomed.info/sct,尿黑酸測量,true
Proc-0075,4903000,Serum protein electrophoresis,http://snomed.info/sct,血清蛋白電泳,true
Proc-0076,5113004,FT4 - Free thyroxine level,http://snomed.info/sct,游離甲狀腺素濃度檢測,true
Proc-0077,170009,"Special potency disk identification, vancomycin test",http://snomed.info/sct,萬古黴素敏感性測試,true
Proc-0078,389000,Tobramycin level,http://snomed.info/sct,妥布黴素濃度檢測,true
Proc-0079,870006,Carbamazepine measurement,http://snomed.info/sct,卡馬西平濃度檢測,true
Proc-0080,4447001,"Autopsy, gross and microscopic examination",http://snomed.info/sct,屍體解剖與顯微檢查,true
Proc-0081,166001,Behavioral therapy,http://snomed.info/sct,行為治療,true
Proc-0082,463004,Closed reduction of coxofemoral joint dislocation with splint,http://snomed.info/sct,閉鎖性髖關節脫位復位併夾板固定,true
Proc-0083,676002,Peritoneal dialysis including cannulation,http://snomed.info/sct,腹膜透析包含插管,true
Proc-0084,712003,Closed chest suction,http://snomed.info/sct,閉鎖性胸腔引流術,true
Proc-0085,851001,"Root canal therapy, molar",http://snomed.info/sct,臼齒根管治療,true
Proc-0086,1366004,Breathing treatment,http://snomed.info/sct,呼吸治療,true
Proc-0087,1555005,Brief group psychotherapy,http://snomed.info/sct,簡短團體心理治療,true
Proc-0088,2115003,"Dental prophylaxis, children",http://snomed.info/sct,兒童預防性洗牙,true
Proc-0089,2457001,Blind rehabilitation,http://snomed.info/sct,盲人復健,true
Proc-0090,2517002,Stroke rehabilitation,http://snomed.info/sct,中風復健,true
Proc-0091,3029007,Peripheral nervous system disease rehabilitation,http://snomed.info/sct,周邊神經系統疾病復健,true
Proc-0092,3320000,Abt - autologous blood transfusion,http://snomed.info/sct,自體輸血,true
Proc-0093,3324009,Laser beam photocoagulation,http://snomed.info/sct,雷射光凝療法,true
Proc-0094,3509001,Streptococcus vaccination,http://snomed.info/sct,鏈球菌疫苗接種,true
Proc-0095,4114003,Parenteral chemotherapy for malignant neoplasm,http://snomed.info/sct,惡性腫瘤注射化學治療,true
Proc-0096,4827002,Shower hydrotherapy,http://snomed.info/sct,淋浴水療,true
Proc-0097,5048009,External cephalic version with tocolysis,http://snomed.info/sct,外部頭位倒轉術併安胎,true
Proc-0098,5431005,Percutaneous transluminal angioplasty,http://snomed.info/sct,經皮穿刺血管成形術 (PTA),true
Proc-0099,2530001,Chiropractic visit,http://snomed.info/sct,脊骨神經治療,true
Proc-0100,2458006,Educational therapy,http://snomed.info/sct,教育治療,true
Proc-0101,633004,Chart review by physician,http://snomed.info/sct,醫師查閱病歷,true
Proc-0102,967006,Drug treatment education,http://snomed.info/sct,藥物治療衛教,true
Proc-0103,1505002,Hospital admission for isolation,http://snomed.info/sct,隔離收治住院,true
Proc-0104,1602006,Social service interview with planning,http://snomed.info/sct,社工訪談與處置計畫,true
Proc-0105,1640009,"History and physical examination, insurance",http://snomed.info/sct,保險理賠之病史與理學檢查,true
Proc-0106,1759002,Assessment of nutritional status,http://snomed.info/sct,營養狀態評估,true
Proc-0107,1788001,"Blood unit collection for directed donation, donor",http://snomed.info/sct,定向捐血採集,true
Proc-0108,1999007,Psychologic test,http://snomed.info/sct,心理測驗,true
Proc-0109,2475000,Twenty-four hour collection of urine,http://snomed.info/sct,24 小時尿液收集,true
Proc-0110,2488002,Provision of contact lens,http://snomed.info/sct,提供隱形眼鏡,true
Proc-0111,2494005,Nurse to nurse communication,http://snomed.info/sct,護理交班與溝通,true
Proc-0112,2645001,Intelligence test/WB1,http://snomed.info/sct,智力測驗,true
Proc-0113,2658000,Social service interview of patient,http://snomed.info/sct,病患社工訪談,true
Proc-0114,3112006,Restraint removal,http://snomed.info/sct,解除身體約束,true
Proc-0115,3130004,Monitoring of cardiac output by electrocardiogram,http://snomed.info/sct,心電圖心輸出量監測,true
Proc-0116,3143004,"Visual field examination and evaluation, intermediate",http://snomed.info/sct,視野檢查與評估,true
Proc-0117,3457005,Referral procedure,http://snomed.info/sct,轉診處置,true
Proc-0118,3862003,Total vital capacity measurement,http://snomed.info/sct,總肺活量測量,true
Proc-0119,3895009,Dressing,http://snomed.info/sct,傷口包紮與換藥,true
Proc-0120,5902003,"History and physical examination, complete",http://snomed.info/sct,完整病史與理學檢查,true
