source_code,target_code,target_display,target_system,display_zh_tw,is_active
39579001,39579001,Anaphylaxis (disorder),http://snomed.info/sct,過敏性休克,true
247472004,247472004,,http://snomed.info/sct,,true
271807003,271807003,,http://snomed.info/sct,,true
